FLAGS,VOR-,ETT+,BST+,KNO-,OID-,ERR-,0,0
26732.2,B,19,BI,0,,,,
26737.8,B,19,OW,,,,,
26737.8,B,20,EE,1,,,,
26737.8,B,20,KE,1,,,,
26737.8,B,19,B-,431,431,1,,
26737.8,B,20,G+,1,431,431,1,
26737.8,B,20,LL,1,431,,,
26737.8,B,19,BO,0,,,,
26737.8,B,20,BI,0,,,,
26737.8,B,20,KL,1,,,,
26743.6,B,11,AE,435,435,,,
26743.6,B,11,OW,,,,,
26743.6,B,11,B-,435,435,1,,
26743.6,B,12,B+,435,435,3,,
26743.6,B,11,BO,0,,,,
26743.6,B,12,BI,0,,,,
26743.6,B,12,OW,,,,,
26743.6,B,12,B-,435,435,1,,
26743.6,B,13,B+,435,435,1,,
26743.6,B,8,OW,,,,,
26743.6,B,8,B-,437,437,3,,
26743.6,B,11,B+,437,437,1,,
26743.6,B,8,BO,0,,,,
26743.6,B,11,BI,0,,,,
26743.6,B,11,AB,437,437,,,
26743.6,B,7,B-,438,438,1,,
26743.6,B,8,B+,438,438,1,,
26743.6,B,7,BO,0,,,,
26743.6,B,8,BI,0,,,,
26743.6,B,6,B-,439,439,1,,
26743.6,B,7,B+,439,439,1,,
26743.6,B,5,B-,440,440,1,,
26743.6,B,6,B+,440,440,1,,
26743.6,B,4,B-,445,445,1,,
26743.6,B,5,B+,445,445,1,,
26743.6,B,5,BO,0,,,,
26743.6,B,6,BI,0,,,,
26743.6,B,6,AB,440,440,,,
26743.6,B,1,B-,446,446,1,,
26743.6,B,4,B+,446,446,1,,
26743.6,B,1,BO,0,,,,
26743.6,B,4,BI,0,,,,
26743.6,B,4,AB,446,446,,,
26743.6,B,1,OW,,,,,
26745.0,B,12,BO,0,,,,
26745.0,B,13,BI,0,,,,
26745.0,B,6,BO,0,,,,
26745.0,B,7,BI,0,,,,
26745.0,B,4,BO,0,,,,
26745.0,B,5,BI,0,,,,
26745.0,B,5,OW,,,,,
26750.7,B,13,OW,,,,,
26750.7,B,13,B-,435,435,1,,
26750.7,B,14,B+,435,435,1,,
26750.7,B,7,OW,,,,,
26750.7,B,13,BO,0,,,,
26750.7,B,14,BI,0,,,,
26750.7,B,14,OW,,,,,
26750.7,B,14,B-,435,435,2,,
26750.7,B,16,B+,435,435,1,,
26750.7,B,14,BO,0,,,,
26750.7,B,16,BI,0,,,,
26750.7,B,16,AB,435,435,,,
26753.5,B,4,AE,446,446,,,
26753.5,B,4,OW,,,,,
26772.9,B,6,AE,440,440,,,
26772.9,B,6,OW,,,,,
26778.3,B,9,AE,432,432,,,
26778.3,B,9,OW,,,,,
26778.3,B,9,B-,432,432,1,,
26778.3,B,12,B+,432,432,1,,
26778.3,B,9,BO,0,,,,
26778.3,B,12,BI,0,,,,
26778.3,B,12,OW,,,,,
26778.3,B,12,B-,432,432,1,,
26778.3,B,13,B+,432,432,1,,
26778.3,B,8,OW,,,,,
26778.3,B,8,B-,438,438,1,,
26778.3,B,9,B+,438,438,1,,
26778.3,B,8,BO,0,,,,
26778.3,B,9,BI,0,,,,
26778.3,B,9,AB,438,438,,,
26778.3,B,7,B-,439,439,1,,
26778.3,B,8,B+,439,439,1,,
26778.3,B,7,BO,0,,,,
26778.3,B,8,BI,0,,,,
26778.3,B,6,B-,440,440,1,,
26778.3,B,7,B+,440,440,1,,
26778.3,B,5,B-,441,441,1,,
26778.3,B,6,B+,441,441,1,,
26778.3,B,4,B-,446,446,1,,
26778.3,B,5,B+,446,446,1,,
26778.3,B,5,BO,0,,,,
26778.3,B,6,BI,0,,,,
26778.3,B,6,AB,441,441,,,
26778.3,B,1,B-,447,447,1,,
26778.3,B,4,B+,447,447,1,,
26778.3,B,1,BO,0,,,,
26778.3,B,4,BI,0,,,,
26778.3,B,4,AB,447,447,,,
26778.3,B,1,OW,,,,,
26779.7,B,12,BO,0,,,,
26779.7,B,13,BI,0,,,,
26779.7,B,6,BO,0,,,,
26779.7,B,7,BI,0,,,,
26779.7,B,4,BO,0,,,,
26779.7,B,5,BI,0,,,,
26779.7,B,5,OW,,,,,
26785.3,B,13,OW,,,,,
26785.3,B,13,B-,432,432,1,,
26785.3,B,14,B+,432,432,1,,
26785.3,B,7,OW,,,,,
26785.3,B,13,BO,0,,,,
26785.3,B,14,BI,0,,,,
26786.3,B,20,A+,1,,,,
26786.3,B,20,EL,1,,,,
26786.3,B,20,LA,1,411,,,
26786.3,B,20,OW,,,,,
26786.3,B,20,A-,1,,,,
26786.3,B,20,G-,1,411,411,1,
26786.3,B,23,B+,411,411,1,,
26786.3,B,20,BO,28,,,,
26786.3,B,23,BI,0,,,,
26786.3,B,23,B-,411,411,1,,
26786.3,B,20,KA,1,,,,
26792.6,B,4,AE,447,447,,,
26792.6,B,4,OW,,,,,
26810.7,B,6,AE,441,441,,,
26810.7,B,6,OW,,,,,
26828.2,B,20,A+,1,,,,
26828.2,B,20,EL,1,,,,
26828.2,B,20,LA,1,410,,,
26828.2,B,20,OW,,,,,
26828.2,B,20,A-,1,,,,
26828.2,B,20,G-,1,410,410,1,
26828.2,B,23,B+,410,410,1,,
26828.2,B,20,BO,28,,,,
26828.2,B,23,BI,0,,,,
26828.2,B,23,B-,410,410,1,,
26828.2,B,20,KA,1,,,,
26848.7,B,20,A+,1,,,,
26848.7,B,20,EL,1,,,,
26848.7,B,20,LA,1,412,,,
26848.7,B,20,OW,,,,,
26848.7,B,20,A-,1,,,,
26848.7,B,20,G-,1,412,412,1,
26848.7,B,23,B+,412,412,1,,
26848.7,B,20,BO,28,,,,
26848.7,B,23,BI,0,,,,
26848.7,B,23,B-,412,412,1,,
26848.7,B,20,KA,1,,,,
26854.8,B,22,AE,436,436,,,
26854.8,B,22,OW,,,,,
26854.8,B,22,B-,436,436,1,,
26854.8,B,12,B+,436,436,4,,
26854.8,B,22,BO,0,,,,
26854.8,B,12,BI,0,,,,
26854.8,B,12,OW,,,,,
26854.8,B,12,B-,436,436,1,,
26854.8,B,13,B+,436,436,1,,
26854.8,B,8,OW,,,,,
26854.8,B,8,B-,439,439,4,,
26854.8,B,22,B+,439,439,1,,
26854.8,B,8,BO,0,,,,
26854.8,B,22,BI,0,,,,
26854.8,B,22,AB,439,439,,,
26854.8,B,7,B-,440,440,1,,
26854.8,B,8,B+,440,440,1,,
26854.8,B,7,BO,0,,,,
26854.8,B,8,BI,0,,,,
26854.8,B,6,B-,441,441,1,,
26854.8,B,7,B+,441,441,1,,
26854.8,B,5,B-,442,442,1,,
26854.8,B,6,B+,442,442,1,,
26854.8,B,4,B-,447,447,1,,
26854.8,B,5,B+,447,447,1,,
26854.8,B,5,BO,0,,,,
26854.8,B,6,BI,0,,,,
26854.8,B,6,AB,442,442,,,
26854.8,B,1,B-,448,448,1,,
26854.8,B,4,B+,448,448,1,,
26854.8,B,1,BO,0,,,,
26854.8,B,4,BI,0,,,,
26854.8,B,4,AB,448,448,,,
26854.8,B,1,OW,,,,,
26856.2,B,12,BO,0,,,,
26856.2,B,13,BI,0,,,,
26856.2,B,6,BO,0,,,,
26856.2,B,7,BI,0,,,,
26856.2,B,4,BO,0,,,,
26856.2,B,5,BI,0,,,,
26856.2,B,5,OW,,,,,
26861.9,B,13,OW,,,,,
26861.9,B,7,OW,,,,,
26868.6,B,4,AE,448,448,,,
26868.6,B,4,OW,,,,,
26872.0,B,10,AE,433,433,,,
26872.0,B,10,OW,,,,,
26872.0,B,10,B-,433,433,1,,
26872.0,B,12,B+,433,433,2,,
26872.0,B,10,BO,0,,,,
26872.0,B,12,BI,0,,,,
26872.0,B,12,OW,,,,,
26872.0,B,8,OW,,,,,
26872.0,B,8,B-,440,440,2,,
26872.0,B,10,B+,440,440,1,,
26872.0,B,8,BO,0,,,,
26872.0,B,10,BI,0,,,,
26872.0,B,10,AB,440,440,,,
26872.0,B,7,B-,441,441,1,,
26872.0,B,8,B+,441,441,1,,
26872.0,B,7,BO,0,,,,
26872.0,B,8,BI,0,,,,
26876.2,B,17,AE,427,427,,,
26876.2,B,17,OW,,,,,
26876.2,B,17,B-,427,427,1,,
26876.2,B,18,B+,427,427,3,,
26876.2,B,17,BO,0,,,,
26876.2,B,18,BI,0,,,,
26876.2,B,18,OW,,,,,
26876.2,B,18,B-,427,427,1,,
26876.2,B,19,B+,427,427,1,,
26876.2,B,14,OW,,,,,
26876.2,B,14,B-,432,432,3,,
26876.2,B,17,B+,432,432,1,,
26876.2,B,14,BO,0,,,,
26876.2,B,17,BI,0,,,,
26876.2,B,17,AB,432,432,,,
26876.2,B,13,B-,436,436,1,,
26876.2,B,14,B+,436,436,1,,
26876.2,B,13,BO,0,,,,
26876.2,B,14,BI,0,,,,
26876.2,B,12,B-,433,433,1,,
26876.2,B,13,B+,433,433,1,,
26876.9,B,20,A+,1,,,,
26876.9,B,20,EL,1,,,,
26876.9,B,20,LA,1,415,,,
26876.9,B,20,OW,,,,,
26876.9,B,20,A-,1,,,,
26876.9,B,20,G-,1,415,415,1,
26876.9,B,23,B+,415,415,1,,
26876.9,B,20,BO,28,,,,
26876.9,B,23,BI,0,,,,
26876.9,B,23,B-,415,415,1,,
26876.9,B,20,KA,1,,,,
26877.6,B,18,BO,0,,,,
26877.6,B,19,BI,0,,,,
26877.6,B,12,BO,0,,,,
26877.6,B,13,BI,0,,,,
26879.3,B,6,AE,442,442,,,
26879.3,B,6,OW,,,,,
26879.3,B,6,B-,442,442,1,,
26879.3,B,7,B+,442,442,1,,
26879.3,B,5,B-,443,443,1,,
26879.3,B,6,B+,443,443,1,,
26879.3,B,4,B-,448,448,1,,
26879.3,B,5,B+,448,448,1,,
26879.3,B,5,BO,0,,,,
26879.3,B,6,BI,0,,,,
26879.3,B,6,AB,443,443,,,
26879.3,B,1,B-,449,449,1,,
26879.3,B,4,B+,449,449,1,,
26879.3,B,1,BO,0,,,,
26879.3,B,4,BI,0,,,,
26879.3,B,4,AB,449,449,,,
26879.3,B,1,OW,,,,,
26880.7,B,6,BO,0,,,,
26880.7,B,7,BI,0,,,,
26880.7,B,4,BO,0,,,,
26880.7,B,5,BI,0,,,,
26880.7,B,5,OW,,,,,
26883.2,B,19,OW,,,,,
26883.2,B,13,OW,,,,,
26883.2,B,20,EE,1,,,,
26883.2,B,20,KE,1,,,,
26883.2,B,19,B-,427,427,1,,
26883.2,B,20,G+,1,427,427,1,
26883.2,B,20,LL,1,427,,,
26883.2,B,19,BO,0,,,,
26883.2,B,20,BI,0,,,,
26883.2,B,20,KL,1,,,,
26886.3,B,7,OW,,,,,
26887.8,B,4,AE,449,449,,,
26887.8,B,4,OW,,,,,
26902.2,B,15,AE,434,434,,,
26902.2,B,15,OW,,,,,
26902.2,B,15,B-,434,434,1,,
26902.2,B,18,B+,434,434,1,,
26902.2,B,15,BO,0,,,,
26902.2,B,18,BI,0,,,,
26902.2,B,18,OW,,,,,
26902.2,B,18,B-,434,434,1,,
26902.2,B,19,B+,434,434,1,,
26902.2,B,14,OW,,,,,
26902.2,B,14,B-,436,436,1,,
26902.2,B,15,B+,436,436,1,,
26902.2,B,14,BO,0,,,,
26902.2,B,15,BI,0,,,,
26902.2,B,15,AB,436,436,,,
26902.2,B,13,B-,433,433,1,,
26902.2,B,14,B+,433,433,1,,
26902.2,B,13,BO,0,,,,
26902.2,B,14,BI,0,,,,
26903.2,B,21,AE,430,430,,,
26903.2,B,21,OW,,,,,
26903.2,B,21,B-,430,430,1,,
26903.2,B,18,B+,430,430,4,,
26903.2,B,21,BO,0,,,,
26903.2,B,18,BI,0,,,,
26903.2,B,18,OW,,,,,
26903.2,B,14,OW,,,,,
26903.2,B,14,B-,433,433,4,,
26903.2,B,21,B+,433,433,1,,
26903.2,B,14,BO,0,,,,
26903.2,B,21,BI,0,,,,
26903.2,B,21,AB,433,433,,,
26903.7,B,18,BO,0,,,,
26903.7,B,19,BI,0,,,,
26903.7,B,18,B-,430,430,1,,
26903.7,B,19,B+,430,430,1,,
26905.1,B,18,BO,0,,,,
26905.1,B,19,BI,0,,,,
26905.4,B,6,AE,443,443,,,
26905.4,B,6,OW,,,,,
26909.3,B,19,OW,,,,,
26909.3,B,20,EE,1,,,,
26909.3,B,20,KE,1,,,,
26909.3,B,19,B-,434,434,1,,
26909.3,B,20,G+,1,434,434,1,
26909.3,B,20,LL,1,434,,,
26909.3,B,19,BO,0,,,,
26909.3,B,20,BI,0,,,,
26909.3,B,20,KL,1,,,,
26910.7,B,19,OW,,,,,
26910.7,B,20,EE,1,,,,
26910.7,B,20,KE,1,,,,
26910.7,B,19,B-,430,430,1,,
26910.7,B,20,G+,1,430,430,1,
26910.7,B,20,LL,1,430,,,
26910.7,B,19,BO,0,,,,
26910.7,B,20,BI,0,,,,
26910.7,B,20,KL,1,,,,
26973.1,B,16,AE,435,435,,,
26973.1,B,16,OW,,,,,
26973.1,B,16,B-,435,435,1,,
26973.1,B,18,B+,435,435,2,,
26973.1,B,16,BO,0,,,,
26973.1,B,18,BI,0,,,,
26973.1,B,18,OW,,,,,
26973.1,B,18,B-,435,435,1,,
26973.1,B,19,B+,435,435,1,,
26974.5,B,18,BO,0,,,,
26974.5,B,19,BI,0,,,,
26980.1,B,19,OW,,,,,
26980.1,B,20,EE,1,,,,
26980.1,B,20,KE,1,,,,
26980.1,B,19,B-,435,435,1,,
26980.1,B,20,G+,1,435,435,1,
26980.1,B,20,LL,1,435,,,
26980.1,B,19,BO,0,,,,
26980.1,B,20,BI,0,,,,
26980.1,B,20,KL,1,,,,
26980.2,B,9,AE,438,438,,,
26980.2,B,9,OW,,,,,
26980.2,B,9,B-,438,438,1,,
26980.2,B,12,B+,438,438,1,,
26980.2,B,9,BO,0,,,,
26980.2,B,12,BI,0,,,,
26980.2,B,12,OW,,,,,
26980.2,B,12,B-,438,438,1,,
26980.2,B,13,B+,438,438,1,,
26980.2,B,8,OW,,,,,
26980.2,B,8,B-,441,441,1,,
26980.2,B,9,B+,441,441,1,,
26980.2,B,8,BO,0,,,,
26980.2,B,9,BI,0,,,,
26980.2,B,9,AB,441,441,,,
26980.2,B,7,B-,442,442,1,,
26980.2,B,8,B+,442,442,1,,
26980.2,B,7,BO,0,,,,
26980.2,B,8,BI,0,,,,
26980.2,B,6,B-,443,443,1,,
26980.2,B,7,B+,443,443,1,,
26980.2,B,5,B-,444,444,1,,
26980.2,B,6,B+,444,444,1,,
26980.2,B,4,B-,449,449,1,,
26980.2,B,5,B+,449,449,1,,
26980.2,B,5,BO,0,,,,
26980.2,B,6,BI,0,,,,
26980.2,B,6,AB,444,444,,,
26980.2,B,1,B-,450,450,1,,
26980.2,B,4,B+,450,450,1,,
26980.2,B,1,BO,0,,,,
26980.2,B,4,BI,0,,,,
26980.2,B,4,AB,450,450,,,
26980.2,B,1,OW,,,,,
26980.7,B,4,AE,450,450,,,
26980.7,B,4,OW,,,,,
26981.7,B,12,BO,0,,,,
26981.7,B,13,BI,0,,,,
26981.7,B,6,BO,0,,,,
26981.7,B,7,BI,0,,,,
26981.7,B,4,BO,0,,,,
26981.7,B,5,BI,0,,,,
26981.7,B,5,OW,,,,,
26987.3,B,13,OW,,,,,
26987.3,B,13,B-,438,438,1,,
26987.3,B,14,B+,438,438,1,,
26987.3,B,7,OW,,,,,
26987.3,B,13,BO,0,,,,
26987.3,B,14,BI,0,,,,
26987.3,B,14,OW,,,,,
26987.3,B,14,B-,438,438,2,,
26987.3,B,16,B+,438,438,1,,
26987.3,B,14,BO,0,,,,
26987.3,B,16,BI,0,,,,
26987.3,B,16,AB,438,438,,,
26994.2,B,20,A+,1,,,,
26994.2,B,20,EL,1,,,,
26994.2,B,20,LA,1,414,,,
26994.2,B,20,OW,,,,,
26994.2,B,20,A-,1,,,,
26994.2,B,20,G-,1,414,414,1,
26994.2,B,23,B+,414,414,1,,
26994.2,B,20,BO,28,,,,
26994.2,B,23,BI,0,,,,
26994.2,B,23,B-,414,414,1,,
26994.2,B,20,KA,1,,,,
27000.0,B,1,B+,631,631,1,,
27000.0,B,1,B+,632,632,1,,
27000.0,B,1,B+,633,633,1,,
27000.0,B,1,B+,634,634,1,,
27000.0,B,1,B+,635,635,1,,
27000.0,B,1,B+,636,636,1,,
27000.0,B,1,B+,637,637,1,,
27000.0,B,1,B+,638,638,1,,
27000.0,B,1,B+,639,639,1,,
27000.0,B,1,B+,640,640,1,,
27000.0,B,1,B+,641,641,1,,
27000.0,B,1,B+,642,642,1,,
27000.0,B,1,B+,643,643,1,,
27000.0,B,1,B+,644,644,1,,
27009.2,B,6,AE,444,444,,,
27009.2,B,6,OW,,,,,
27015.4,B,20,A+,1,,,,
27015.4,B,20,EL,1,,,,
27015.4,B,20,LA,1,419,,,
27015.4,B,20,OW,,,,,
27015.4,B,20,A-,1,,,,
27015.4,B,20,G-,1,419,419,1,
27015.4,B,23,B+,419,419,1,,
27015.4,B,20,BO,28,,,,
27015.4,B,23,BI,0,,,,
27015.4,B,23,B-,419,419,1,,
27015.4,B,20,KA,1,,,,
27019.8,B,20,A+,1,,,,
27019.8,B,20,EL,1,,,,
27019.8,B,20,LA,1,413,,,
27019.8,B,20,OW,,,,,
27019.8,B,20,A-,1,,,,
27019.8,B,20,G-,1,413,413,1,
27019.8,B,23,B+,413,413,1,,
27019.8,B,20,BO,28,,,,
27019.8,B,23,BI,0,,,,
27019.8,B,23,B-,413,413,1,,
27019.8,B,20,KA,1,,,,
27037.5,B,11,AE,437,437,,,
27037.5,B,11,OW,,,,,
27037.5,B,11,B-,437,437,1,,
27037.5,B,12,B+,437,437,3,,
27037.5,B,11,BO,0,,,,
27037.5,B,12,BI,0,,,,
27037.5,B,12,OW,,,,,
27037.5,B,12,B-,437,437,1,,
27037.5,B,13,B+,437,437,1,,
27037.5,B,8,OW,,,,,
27037.5,B,8,B-,442,442,3,,
27037.5,B,11,B+,442,442,1,,
27037.5,B,8,BO,0,,,,
27037.5,B,11,BI,0,,,,
27037.5,B,11,AB,442,442,,,
27037.5,B,7,B-,443,443,1,,
27037.5,B,8,B+,443,443,1,,
27037.5,B,7,BO,0,,,,
27037.5,B,8,BI,0,,,,
27037.5,B,6,B-,444,444,1,,
27037.5,B,7,B+,444,444,1,,
27037.5,B,5,B-,445,445,1,,
27037.5,B,6,B+,445,445,1,,
27037.5,B,4,B-,450,450,1,,
27037.5,B,5,B+,450,450,1,,
27037.5,B,5,BO,0,,,,
27037.5,B,6,BI,0,,,,
27037.5,B,6,AB,445,445,,,
27037.5,B,1,B-,451,451,1,,
27037.5,B,4,B+,451,451,1,,
27037.5,B,1,BO,0,,,,
27037.5,B,4,BI,0,,,,
27037.5,B,4,AB,451,451,,,
27037.5,B,1,OW,,,,,
27038.9,B,12,BO,0,,,,
27038.9,B,13,BI,0,,,,
27038.9,B,6,BO,0,,,,
27038.9,B,7,BI,0,,,,
27038.9,B,4,BO,0,,,,
27038.9,B,5,BI,0,,,,
27038.9,B,5,OW,,,,,
27044.5,B,13,OW,,,,,
27044.5,B,13,B-,437,437,1,,
27044.5,B,14,B+,437,437,1,,
27044.5,B,7,OW,,,,,
27044.5,B,13,BO,0,,,,
27044.5,B,14,BI,0,,,,
27051.7,B,4,AE,451,451,,,
27051.7,B,4,OW,,,,,
27054.3,B,21,AE,433,433,,,
27054.3,B,21,OW,,,,,
27054.3,B,21,B-,433,433,1,,
27054.3,B,18,B+,433,433,4,,
27054.3,B,21,BO,0,,,,
27054.3,B,18,BI,0,,,,
27054.3,B,18,OW,,,,,
27054.3,B,18,B-,433,433,1,,
27054.3,B,19,B+,433,433,1,,
27054.3,B,14,OW,,,,,
27054.3,B,14,B-,437,437,4,,
27054.3,B,21,B+,437,437,1,,
27054.3,B,14,BO,0,,,,
27054.3,B,21,BI,0,,,,
27054.3,B,21,AB,437,437,,,
27055.7,B,18,BO,0,,,,
27055.7,B,19,BI,0,,,,
27057.4,B,15,AE,436,436,,,
27057.4,B,15,OW,,,,,
27057.4,B,15,B-,436,436,1,,
27057.4,B,18,B+,436,436,1,,
27057.4,B,15,BO,0,,,,
27057.4,B,18,BI,0,,,,
27057.4,B,18,OW,,,,,
27057.4,B,18,B-,436,436,1,,
27057.4,B,19,B+,436,436,1,,
27058.8,B,18,BO,0,,,,
27058.8,B,19,BI,0,,,,
27061.3,B,19,OW,,,,,
27061.3,B,20,EE,1,,,,
27061.3,B,20,KE,1,,,,
27061.3,B,19,B-,433,433,1,,
27061.3,B,20,G+,1,433,433,1,
27061.3,B,20,LL,1,433,,,
27061.3,B,19,BO,0,,,,
27061.3,B,20,BI,0,,,,
27061.3,B,20,KL,1,,,,
27064.5,B,19,OW,,,,,
27064.5,B,20,EE,1,,,,
27064.5,B,20,KE,1,,,,
27064.5,B,19,B-,436,436,1,,
27064.5,B,20,G+,1,436,436,1,
27064.5,B,20,LL,1,436,,,
27064.5,B,19,BO,0,,,,
27064.5,B,20,BI,0,,,,
27064.5,B,20,KL,1,,,,
27071.3,B,6,AE,445,445,,,
27071.3,B,6,OW,,,,,
27073.7,B,17,AE,432,432,,,
27073.7,B,17,OW,,,,,
27073.7,B,17,B-,432,432,1,,
27073.7,B,18,B+,432,432,3,,
27073.7,B,17,BO,0,,,,
27073.7,B,18,BI,0,,,,
27073.7,B,18,OW,,,,,
27073.7,B,18,B-,432,432,1,,
27073.7,B,19,B+,432,432,1,,
27075.1,B,18,BO,0,,,,
27075.1,B,19,BI,0,,,,
27080.8,B,19,OW,,,,,
27080.8,B,20,EE,1,,,,
27080.8,B,20,KE,1,,,,
27080.8,B,19,B-,432,432,1,,
27080.8,B,20,G+,1,432,432,1,
27080.8,B,20,LL,1,432,,,
27080.8,B,19,BO,0,,,,
27080.8,B,20,BI,0,,,,
27080.8,B,20,KL,1,,,,
27084.2,B,10,AE,440,440,,,
27084.2,B,10,OW,,,,,
27084.2,B,10,B-,440,440,1,,
27084.2,B,12,B+,440,440,2,,
27084.2,B,10,BO,0,,,,
27084.2,B,12,BI,0,,,,
27084.2,B,12,OW,,,,,
27084.2,B,12,B-,440,440,1,,
27084.2,B,13,B+,440,440,1,,
27084.2,B,8,OW,,,,,
27084.2,B,8,B-,443,443,2,,
27084.2,B,10,B+,443,443,1,,
27084.2,B,8,BO,0,,,,
27084.2,B,10,BI,0,,,,
27084.2,B,10,AB,443,443,,,
27084.2,B,7,B-,444,444,1,,
27084.2,B,8,B+,444,444,1,,
27084.2,B,7,BO,0,,,,
27084.2,B,8,BI,0,,,,
27084.2,B,6,B-,445,445,1,,
27084.2,B,7,B+,445,445,1,,
27084.2,B,5,B-,446,446,1,,
27084.2,B,6,B+,446,446,1,,
27084.2,B,4,B-,451,451,1,,
27084.2,B,5,B+,451,451,1,,
27084.2,B,5,BO,0,,,,
27084.2,B,6,BI,0,,,,
27084.2,B,6,AB,446,446,,,
27084.2,B,1,B-,452,452,1,,
27084.2,B,4,B+,452,452,1,,
27084.2,B,1,BO,0,,,,
27084.2,B,4,BI,0,,,,
27084.2,B,4,AB,452,452,,,
27084.2,B,1,OW,,,,,
27085.6,B,12,BO,0,,,,
27085.6,B,13,BI,0,,,,
27085.6,B,6,BO,0,,,,
27085.6,B,7,BI,0,,,,
27085.6,B,4,BO,0,,,,
27085.6,B,5,BI,0,,,,
27085.6,B,5,OW,,,,,
27091.3,B,13,OW,,,,,
27091.3,B,13,B-,440,440,1,,
27091.3,B,14,B+,440,440,1,,
27091.3,B,7,OW,,,,,
27091.3,B,13,BO,0,,,,
27091.3,B,14,BI,0,,,,
27091.3,B,14,OW,,,,,
27091.3,B,14,B-,440,440,1,,
27091.3,B,15,B+,440,440,1,,
27091.3,B,14,BO,0,,,,
27091.3,B,15,BI,0,,,,
27091.3,B,15,AB,440,440,,,
27097.0,B,4,AE,452,452,,,
27097.0,B,4,OW,,,,,
27118.1,B,6,AE,446,446,,,
27118.1,B,6,OW,,,,,
27136.9,B,20,A+,1,,,,
27136.9,B,20,EL,1,,,,
27136.9,B,20,LA,1,416,,,
27136.9,B,20,OW,,,,,
27136.9,B,20,A-,1,,,,
27136.9,B,20,G-,1,416,416,1,
27136.9,B,23,B+,416,416,1,,
27136.9,B,20,BO,28,,,,
27136.9,B,23,BI,0,,,,
27136.9,B,23,B-,416,416,1,,
27136.9,B,20,KA,1,,,,
27164.0,B,9,AE,441,441,,,
27164.0,B,9,OW,,,,,
27164.0,B,9,B-,441,441,1,,
27164.0,B,12,B+,441,441,1,,
27164.0,B,9,BO,0,,,,
27164.0,B,12,BI,0,,,,
27164.0,B,12,OW,,,,,
27164.0,B,12,B-,441,441,1,,
27164.0,B,13,B+,441,441,1,,
27164.0,B,8,OW,,,,,
27164.0,B,8,B-,444,444,1,,
27164.0,B,9,B+,444,444,1,,
27164.0,B,8,BO,0,,,,
27164.0,B,9,BI,0,,,,
27164.0,B,9,AB,444,444,,,
27164.0,B,7,B-,445,445,1,,
27164.0,B,8,B+,445,445,1,,
27164.0,B,7,BO,0,,,,
27164.0,B,8,BI,0,,,,
27164.0,B,6,B-,446,446,1,,
27164.0,B,7,B+,446,446,1,,
27164.0,B,5,B-,447,447,1,,
27164.0,B,6,B+,447,447,1,,
27164.0,B,4,B-,452,452,1,,
27164.0,B,5,B+,452,452,1,,
27164.0,B,5,BO,0,,,,
27164.0,B,6,BI,0,,,,
27164.0,B,6,AB,447,447,,,
27164.0,B,1,B-,453,453,1,,
27164.0,B,4,B+,453,453,1,,
27164.0,B,1,BO,0,,,,
27164.0,B,4,BI,0,,,,
27164.0,B,4,AB,453,453,,,
27164.0,B,1,OW,,,,,
27164.7,B,4,AE,453,453,,,
27164.7,B,4,OW,,,,,
27165.4,B,12,BO,0,,,,
27165.4,B,13,BI,0,,,,
27165.4,B,6,BO,0,,,,
27165.4,B,7,BI,0,,,,
27165.4,B,4,BO,0,,,,
27165.4,B,5,BI,0,,,,
27165.4,B,5,OW,,,,,
27171.0,B,13,OW,,,,,
27171.0,B,13,B-,441,441,1,,
27171.0,B,14,B+,441,441,1,,
27171.0,B,7,OW,,,,,
27171.0,B,13,BO,0,,,,
27171.0,B,14,BI,0,,,,
27171.0,B,14,OW,,,,,
27171.0,B,14,B-,441,441,3,,
27171.0,B,17,B+,441,441,1,,
27171.0,B,14,BO,0,,,,
27171.0,B,17,BI,0,,,,
27171.0,B,17,AB,441,441,,,
27180.4,B,20,A+,1,,,,
27180.4,B,20,EL,1,,,,
27180.4,B,20,LA,1,418,,,
27180.4,B,20,OW,,,,,
27180.4,B,20,A-,1,,,,
27180.4,B,20,G-,1,418,418,1,
27180.4,B,23,B+,418,418,1,,
27180.4,B,20,BO,28,,,,
27180.4,B,23,BI,0,,,,
27180.4,B,23,B-,418,418,1,,
27180.4,B,20,KA,1,,,,
27184.0,B,22,AE,439,439,,,
27184.0,B,22,OW,,,,,
27184.0,B,22,B-,439,439,1,,
27184.0,B,12,B+,439,439,4,,
27184.0,B,22,BO,0,,,,
27184.0,B,12,BI,0,,,,
27184.0,B,12,OW,,,,,
27184.0,B,12,B-,439,439,1,,
27184.0,B,13,B+,439,439,1,,
27184.0,B,8,OW,,,,,
27184.0,B,8,B-,445,445,4,,
27184.0,B,22,B+,445,445,1,,
27184.0,B,8,BO,0,,,,
27184.0,B,22,BI,0,,,,
27184.0,B,22,AB,445,445,,,
27184.0,B,7,B-,446,446,1,,
27184.0,B,8,B+,446,446,1,,
27184.0,B,7,BO,0,,,,
27184.0,B,8,BI,0,,,,
27185.1,B,6,AE,447,447,,,
27185.1,B,6,OW,,,,,
27185.1,B,6,B-,447,447,1,,
27185.1,B,7,B+,447,447,1,,
27185.1,B,5,B-,448,448,1,,
27185.1,B,6,B+,448,448,1,,
27185.1,B,4,B-,453,453,1,,
27185.1,B,5,B+,453,453,1,,
27185.1,B,5,BO,0,,,,
27185.1,B,6,BI,0,,,,
27185.1,B,6,AB,448,448,,,
