FLAGS,VOR-,ETT+,BST+,KNO-,OID-,ERR-,0,0
641.7,B,18,B+,9,9,3,,
641.7,B,17,BO,0,,,,
641.7,B,18,BI,0,,,,
641.7,B,18,OW,,,,,
641.7,B,18,B-,9,9,1,,
641.7,B,19,B+,9,9,1,,
643.1,B,18,BO,0,,,,
643.1,B,19,BI,0,,,,
648.8,B,19,OW,,,,,
648.8,B,20,EE,1,,,,
648.8,B,20,KE,1,,,,
648.8,B,19,B-,9,9,1,,
648.8,B,20,G+,1,9,9,1,
648.8,B,20,LL,1,9,,,
648.8,B,19,BO,0,,,,
648.8,B,20,BI,0,,,,
648.8,B,20,KL,1,,,,
697.2,B,22,AE,7,7,,,
697.2,B,22,OW,,,,,
697.2,B,22,B-,7,7,1,,
697.2,B,12,B+,7,7,4,,
697.2,B,22,BO,0,,,,
697.2,B,12,BI,0,,,,
697.2,B,12,OW,,,,,
697.2,B,12,B-,7,7,1,,
697.2,B,13,B+,7,7,1,,
697.2,B,8,OW,,,,,
697.2,B,8,B-,12,12,4,,
697.2,B,22,B+,12,12,1,,
697.2,B,8,BO,0,,,,
697.2,B,22,BI,0,,,,
697.2,B,22,AB,12,12,,,
697.2,B,7,B-,13,13,1,,
697.2,B,8,B+,13,13,1,,
697.2,B,7,BO,0,,,,
697.2,B,8,BI,0,,,,
697.2,B,6,B-,14,14,1,,
697.2,B,7,B+,14,14,1,,
697.2,B,5,B-,15,15,1,,
697.2,B,6,B+,15,15,1,,
697.2,B,4,B-,17,17,1,,
697.2,B,5,B+,17,17,1,,
697.2,B,5,BO,0,,,,
697.2,B,6,BI,0,,,,
697.2,B,6,AB,15,15,,,
697.2,B,1,B-,18,18,1,,
697.2,B,4,B+,18,18,1,,
697.2,B,1,BO,0,,,,
697.2,B,4,BI,0,,,,
697.2,B,4,AB,18,18,,,
697.2,B,1,OW,,,,,
698.6,B,12,BO,0,,,,
698.6,B,13,BI,0,,,,
698.6,B,6,BO,0,,,,
698.6,B,7,BI,0,,,,
698.6,B,4,BO,0,,,,
698.6,B,5,BI,0,,,,
698.6,B,5,OW,,,,,
700.7,B,10,AE,8,8,,,
700.7,B,10,OW,,,,,
700.7,B,10,B-,8,8,1,,
700.7,B,12,B+,8,8,2,,
700.7,B,10,BO,0,,,,
700.7,B,12,BI,0,,,,
700.7,B,12,OW,,,,,
700.7,B,12,B-,8,8,1,,
700.7,B,13,B+,8,8,1,,
700.7,B,8,OW,,,,,
700.7,B,8,B-,13,13,2,,
700.7,B,10,B+,13,13,1,,
700.7,B,8,BO,0,,,,
700.7,B,10,BI,0,,,,
700.7,B,10,AB,13,13,,,
702.1,B,12,BO,0,,,,
702.1,B,13,BI,0,,,,
704.2,B,7,OW,,,,,
704.2,B,7,B-,14,14,1,,
704.2,B,8,B+,14,14,1,,
704.2,B,13,OW,,,,,
704.2,B,13,B-,7,7,1,,
704.2,B,14,B+,7,7,1,,
704.2,B,7,BO,0,,,,
704.2,B,8,BI,0,,,,
704.2,B,13,BO,0,,,,
704.2,B,14,BI,0,,,,
704.2,B,14,OW,,,,,
704.2,B,14,B-,7,7,1,,
704.2,B,15,B+,7,7,1,,
704.2,B,14,BO,0,,,,
704.2,B,15,BI,0,,,,
704.2,B,15,AB,7,7,,,
707.7,B,13,OW,,,,,
707.7,B,13,B-,8,8,1,,
707.7,B,14,B+,8,8,1,,
707.7,B,13,BO,0,,,,
707.7,B,14,BI,0,,,,
707.7,B,14,OW,,,,,
707.7,B,14,B-,8,8,3,,
707.7,B,17,B+,8,8,1,,
707.7,B,14,BO,0,,,,
707.7,B,17,BI,0,,,,
707.7,B,17,AB,8,8,,,
710.8,B,4,AE,18,18,,,
710.8,B,4,OW,,,,,
710.9,B,6,AE,15,15,,,
710.9,B,6,OW,,,,,
710.9,B,6,B-,15,15,1,,
710.9,B,7,B+,15,15,1,,
710.9,B,5,B-,16,16,1,,
710.9,B,6,B+,16,16,1,,
710.9,B,4,B-,18,18,1,,
710.9,B,5,B+,18,18,1,,
710.9,B,5,BO,0,,,,
710.9,B,6,BI,0,,,,
710.9,B,6,AB,16,16,,,
710.9,B,1,B-,19,19,1,,
710.9,B,4,B+,19,19,1,,
710.9,B,1,BO,0,,,,
710.9,B,4,BI,0,,,,
710.9,B,4,AB,19,19,,,
710.9,B,1,OW,,,,,
712.3,B,6,BO,0,,,,
712.3,B,7,BI,0,,,,
712.3,B,4,BO,0,,,,
712.3,B,5,BI,0,,,,
716.6,B,5,OW,,,,,
718.0,B,7,OW,,,,,
722.0,B,4,AE,19,19,,,
722.0,B,4,OW,,,,,
734.8,B,16,AE,6,6,,,
734.8,B,16,OW,,,,,
734.8,B,16,B-,6,6,1,,
734.8,B,18,B+,6,6,2,,
734.8,B,16,BO,0,,,,
734.8,B,18,BI,0,,,,
734.8,B,18,OW,,,,,
734.8,B,18,B-,6,6,1,,
734.8,B,19,B+,6,6,1,,
736.3,B,18,BO,0,,,,
736.3,B,19,BI,0,,,,
741.9,B,19,OW,,,,,
741.9,B,20,EE,1,,,,
741.9,B,20,KE,1,,,,
741.9,B,19,B-,6,6,1,,
741.9,B,20,G+,1,6,6,1,
741.9,B,20,LL,1,6,,,
741.9,B,19,BO,0,,,,
741.9,B,20,BI,0,,,,
741.9,B,20,KL,1,,,,
747.4,B,6,AE,16,16,,,
747.4,B,6,OW,,,,,
764.0,B,9,AE,11,11,,,
764.0,B,9,OW,,,,,
764.0,B,9,B-,11,11,1,,
764.0,B,12,B+,11,11,1,,
764.0,B,9,BO,0,,,,
764.0,B,12,BI,0,,,,
764.0,B,12,OW,,,,,
764.0,B,12,B-,11,11,1,,
764.0,B,13,B+,11,11,1,,
764.0,B,8,OW,,,,,
764.0,B,8,B-,14,14,1,,
764.0,B,9,B+,14,14,1,,
764.0,B,8,BO,0,,,,
764.0,B,9,BI,0,,,,
764.0,B,9,AB,14,14,,,
764.0,B,7,B-,15,15,1,,
764.0,B,8,B+,15,15,1,,
764.0,B,7,BO,0,,,,
764.0,B,8,BI,0,,,,
764.0,B,6,B-,16,16,1,,
764.0,B,7,B+,16,16,1,,
764.0,B,5,B-,17,17,1,,
764.0,B,6,B+,17,17,1,,
764.0,B,4,B-,19,19,1,,
764.0,B,5,B+,19,19,1,,
764.0,B,5,BO,0,,,,
764.0,B,6,BI,0,,,,
764.0,B,6,AB,17,17,,,
764.0,B,1,B-,20,20,1,,
764.0,B,4,B+,20,20,1,,
764.0,B,1,BO,0,,,,
764.0,B,4,BI,0,,,,
764.0,B,4,AB,20,20,,,
764.0,B,1,OW,,,,,
765.4,B,12,BO,0,,,,
765.4,B,13,BI,0,,,,
765.4,B,6,BO,0,,,,
765.4,B,7,BI,0,,,,
765.4,B,4,BO,0,,,,
765.4,B,5,BI,0,,,,
765.4,B,5,OW,,,,,
771.0,B,13,OW,,,,,
771.0,B,13,B-,11,11,1,,
771.0,B,14,B+,11,11,1,,
771.0,B,7,OW,,,,,
771.0,B,13,BO,0,,,,
771.0,B,14,BI,0,,,,
771.0,B,14,OW,,,,,
771.0,B,14,B-,11,11,2,,
771.0,B,16,B+,11,11,1,,
771.0,B,14,BO,0,,,,
771.0,B,16,BI,0,,,,
771.0,B,16,AB,11,11,,,
775.9,B,22,AE,12,12,,,
775.9,B,22,OW,,,,,
775.9,B,22,B-,12,12,1,,
775.9,B,12,B+,12,12,4,,
775.9,B,22,BO,0,,,,
775.9,B,12,BI,0,,,,
775.9,B,12,OW,,,,,
775.9,B,12,B-,12,12,1,,
775.9,B,13,B+,12,12,1,,
775.9,B,8,OW,,,,,
775.9,B,8,B-,15,15,4,,
775.9,B,22,B+,15,15,1,,
775.9,B,8,BO,0,,,,
775.9,B,22,BI,0,,,,
775.9,B,22,AB,15,15,,,
775.9,B,7,B-,16,16,1,,
775.9,B,8,B+,16,16,1,,
775.9,B,7,BO,0,,,,
775.9,B,8,BI,0,,,,
777.1,B,4,AE,20,20,,,
777.1,B,4,OW,,,,,
777.3,B,12,BO,0,,,,
777.3,B,13,BI,0,,,,
783.0,B,13,OW,,,,,
783.0,B,13,B-,12,12,1,,
783.0,B,14,B+,12,12,1,,
783.0,B,13,BO,0,,,,
783.0,B,14,BI,0,,,,
783.0,B,14,OW,,,,,
783.0,B,14,B-,12,12,4,,
783.0,B,21,B+,12,12,1,,
783.0,B,14,BO,0,,,,
783.0,B,21,BI,0,,,,
783.0,B,21,AB,12,12,,,
783.4,B,6,AE,17,17,,,
783.4,B,6,OW,,,,,
783.4,B,6,B-,17,17,1,,
783.4,B,7,B+,17,17,1,,
783.4,B,5,B-,18,18,1,,
783.4,B,6,B+,18,18,1,,
783.4,B,4,B-,20,20,1,,
783.4,B,5,B+,20,20,1,,
783.4,B,5,BO,0,,,,
783.4,B,6,BI,0,,,,
783.4,B,6,AB,18,18,,,
783.4,B,1,B-,21,21,1,,
783.4,B,4,B+,21,21,1,,
783.4,B,1,BO,0,,,,
783.4,B,4,BI,0,,,,
783.4,B,4,AB,21,21,,,
783.4,B,1,OW,,,,,
784.8,B,6,BO,0,,,,
784.8,B,7,BI,0,,,,
784.8,B,4,BO,0,,,,
784.8,B,5,BI,0,,,,
789.0,B,5,OW,,,,,
790.5,B,7,OW,,,,,
791.3,B,4,AE,21,21,,,
791.3,B,4,OW,,,,,
819.4,B,6,AE,18,18,,,
819.4,B,6,OW,,,,,
852.7,B,15,AE,7,7,,,
852.7,B,15,OW,,,,,
852.7,B,15,B-,7,7,1,,
852.7,B,18,B+,7,7,1,,
852.7,B,15,BO,0,,,,
852.7,B,18,BI,0,,,,
852.7,B,18,OW,,,,,
852.7,B,18,B-,7,7,1,,
852.7,B,19,B+,7,7,1,,
854.1,B,18,BO,0,,,,
854.1,B,19,BI,0,,,,
859.7,B,19,OW,,,,,
859.7,B,20,EE,1,,,,
859.7,B,20,KE,1,,,,
859.7,B,19,B-,7,7,1,,
859.7,B,20,G+,1,7,7,1,
859.7,B,20,LL,1,7,,,
859.7,B,19,BO,0,,,,
859.7,B,20,BI,0,,,,
859.7,B,20,KL,1,,,,
866.8,B,10,AE,13,13,,,
866.8,B,10,OW,,,,,
866.8,B,10,B-,13,13,1,,
866.8,B,12,B+,13,13,2,,
866.8,B,10,BO,0,,,,
866.8,B,12,BI,0,,,,
866.8,B,12,OW,,,,,
866.8,B,12,B-,13,13,1,,
866.8,B,13,B+,13,13,1,,
866.8,B,8,OW,,,,,
866.8,B,8,B-,16,16,2,,
866.8,B,10,B+,16,16,1,,
866.8,B,8,BO,0,,,,
866.8,B,10,BI,0,,,,
866.8,B,10,AB,16,16,,,
866.8,B,7,B-,17,17,1,,
866.8,B,8,B+,17,17,1,,
866.8,B,7,BO,0,,,,
866.8,B,8,BI,0,,,,
866.8,B,6,B-,18,18,1,,
866.8,B,7,B+,18,18,1,,
866.8,B,5,B-,19,19,1,,
866.8,B,6,B+,19,19,1,,
866.8,B,4,B-,21,21,1,,
866.8,B,5,B+,21,21,1,,
866.8,B,5,BO,0,,,,
866.8,B,6,BI,0,,,,
866.8,B,6,AB,19,19,,,
866.8,B,1,B-,22,22,1,,
866.8,B,4,B+,22,22,1,,
866.8,B,1,BO,0,,,,
866.8,B,4,BI,0,,,,
866.8,B,4,AB,22,22,,,
866.8,B,1,OW,,,,,
868.2,B,12,BO,0,,,,
868.2,B,13,BI,0,,,,
868.2,B,6,BO,0,,,,
868.2,B,7,BI,0,,,,
868.2,B,4,BO,0,,,,
868.2,B,5,BI,0,,,,
868.2,B,5,OW,,,,,
873.8,B,13,OW,,,,,
873.8,B,13,B-,13,13,1,,
873.8,B,14,B+,13,13,1,,
873.8,B,7,OW,,,,,
873.8,B,13,BO,0,,,,
873.8,B,14,BI,0,,,,
873.8,B,14,OW,,,,,
873.8,B,14,B-,13,13,1,,
873.8,B,15,B+,13,13,1,,
873.8,B,14,BO,0,,,,
873.8,B,15,BI,0,,,,
873.8,B,15,AB,13,13,,,
885.6,B,4,AE,22,22,,,
885.6,B,4,OW,,,,,
886.6,B,6,AE,19,19,,,
886.6,B,6,OW,,,,,
908.9,B,17,AE,8,8,,,
908.9,B,17,OW,,,,,
908.9,B,17,B-,8,8,1,,
908.9,B,18,B+,8,8,3,,
908.9,B,17,BO,0,,,,
908.9,B,18,BI,0,,,,
908.9,B,18,OW,,,,,
908.9,B,18,B-,8,8,1,,
908.9,B,19,B+,8,8,1,,
910.3,B,18,BO,0,,,,
910.3,B,19,BI,0,,,,
915.9,B,19,OW,,,,,
915.9,B,20,EE,1,,,,
915.9,B,20,KE,1,,,,
915.9,B,19,B-,8,8,1,,
915.9,B,20,G+,1,8,8,1,
915.9,B,20,LL,1,8,,,
915.9,B,19,BO,0,,,,
915.9,B,20,BI,0,,,,
915.9,B,20,KL,1,,,,
924.9,B,16,AE,11,11,,,
924.9,B,16,OW,,,,,
924.9,B,16,B-,11,11,1,,
924.9,B,18,B+,11,11,2,,
924.9,B,16,BO,0,,,,
924.9,B,18,BI,0,,,,
924.9,B,18,OW,,,,,
924.9,B,18,B-,11,11,1,,
924.9,B,19,B+,11,11,1,,
926.3,B,18,BO,0,,,,
926.3,B,19,BI,0,,,,
932.0,B,19,OW,,,,,
932.0,B,20,EE,1,,,,
932.0,B,20,KE,1,,,,
932.0,B,19,B-,11,11,1,,
932.0,B,20,G+,1,11,11,1,
932.0,B,20,LL,1,11,,,
932.0,B,19,BO,0,,,,
932.0,B,20,BI,0,,,,
932.0,B,20,KL,1,,,,
943.1,B,11,AE,10,10,,,
943.1,B,11,OW,,,,,
943.1,B,11,B-,10,10,1,,
943.1,B,12,B+,10,10,3,,
943.1,B,11,BO,0,,,,
943.1,B,12,BI,0,,,,
943.1,B,12,OW,,,,,
943.1,B,12,B-,10,10,1,,
943.1,B,13,B+,10,10,1,,
943.1,B,8,OW,,,,,
943.1,B,8,B-,17,17,3,,
943.1,B,11,B+,17,17,1,,
943.1,B,8,BO,0,,,,
943.1,B,11,BI,0,,,,
943.1,B,11,AB,17,17,,,
943.1,B,7,B-,18,18,1,,
943.1,B,8,B+,18,18,1,,
943.1,B,7,BO,0,,,,
943.1,B,8,BI,0,,,,
943.1,B,6,B-,19,19,1,,
943.1,B,7,B+,19,19,1,,
943.1,B,5,B-,20,20,1,,
943.1,B,6,B+,20,20,1,,
943.1,B,4,B-,22,22,1,,
943.1,B,5,B+,22,22,1,,
943.1,B,5,BO,0,,,,
943.1,B,6,BI,0,,,,
943.1,B,6,AB,20,20,,,
943.1,B,1,B-,23,23,1,,
943.1,B,4,B+,23,23,1,,
943.1,B,1,BO,0,,,,
943.1,B,4,BI,0,,,,
943.1,B,4,AB,23,23,,,
943.1,B,1,OW,,,,,
943.9,B,21,AE,12,12,,,
943.9,B,21,OW,,,,,
943.9,B,21,B-,12,12,1,,
943.9,B,18,B+,12,12,4,,
943.9,B,21,BO,0,,,,
943.9,B,18,BI,0,,,,
943.9,B,18,OW,,,,,
943.9,B,18,B-,12,12,1,,
943.9,B,19,B+,12,12,1,,
944.5,B,6,BO,0,,,,
944.5,B,7,BI,0,,,,
944.5,B,4,BO,0,,,,
944.5,B,5,BI,0,,,,
944.5,B,12,BO,0,,,,
944.5,B,13,BI,0,,,,
945.3,B,18,BO,0,,,,
945.3,B,19,BI,0,,,,
948.7,B,5,OW,,,,,
950.1,B,7,OW,,,,,
950.1,B,13,OW,,,,,
950.1,B,13,B-,10,10,1,,
950.1,B,14,B+,10,10,1,,
950.1,B,13,BO,0,,,,
950.1,B,14,BI,0,,,,
950.1,B,14,OW,,,,,
950.1,B,14,B-,10,10,2,,
950.1,B,16,B+,10,10,1,,
950.1,B,14,BO,0,,,,
950.1,B,16,BI,0,,,,
950.1,B,16,AB,10,10,,,
951.0,B,19,OW,,,,,
951.0,B,20,EE,1,,,,
951.0,B,20,KE,1,,,,
951.0,B,19,B-,12,12,1,,
951.0,B,20,G+,1,12,12,1,
951.0,B,20,LL,1,12,,,
951.0,B,19,BO,0,,,,
951.0,B,20,BI,0,,,,
951.0,B,20,KL,1,,,,
957.3,B,4,AE,23,23,,,
957.3,B,4,OW,,,,,
972.7,B,6,AE,20,20,,,
972.7,B,6,OW,,,,,
990.3,B,22,AE,15,15,,,
990.3,B,22,OW,,,,,
990.3,B,22,B-,15,15,1,,
990.3,B,12,B+,15,15,4,,
990.3,B,22,BO,0,,,,
990.3,B,12,BI,0,,,,
990.3,B,12,OW,,,,,
990.3,B,12,B-,15,15,1,,
990.3,B,13,B+,15,15,1,,
990.3,B,8,OW,,,,,
990.3,B,8,B-,18,18,4,,
990.3,B,22,B+,18,18,1,,
990.3,B,8,BO,0,,,,
990.3,B,22,BI,0,,,,
990.3,B,22,AB,18,18,,,
990.3,B,7,B-,19,19,1,,
990.3,B,8,B+,19,19,1,,
990.3,B,7,BO,0,,,,
990.3,B,8,BI,0,,,,
990.3,B,6,B-,20,20,1,,
990.3,B,7,B+,20,20,1,,
990.3,B,5,B-,21,21,1,,
990.3,B,6,B+,21,21,1,,
990.3,B,4,B-,23,23,1,,
990.3,B,5,B+,23,23,1,,
990.3,B,5,BO,0,,,,
990.3,B,6,BI,0,,,,
990.3,B,6,AB,21,21,,,
990.3,B,1,B-,24,24,1,,
990.3,B,4,B+,24,24,1,,
990.3,B,1,BO,0,,,,
990.3,B,4,BI,0,,,,
990.3,B,4,AB,24,24,,,
990.3,B,1,OW,,,,,
991.7,B,12,BO,0,,,,
991.7,B,13,BI,0,,,,
991.7,B,6,BO,0,,,,
991.7,B,7,BI,0,,,,
991.7,B,4,BO,0,,,,
991.7,B,5,BI,0,,,,
991.7,B,5,OW,,,,,
997.3,B,13,OW,,,,,
997.3,B,13,B-,15,15,1,,
997.3,B,14,B+,15,15,1,,
997.3,B,7,OW,,,,,
997.3,B,13,BO,0,,,,
997.3,B,14,BI,0,,,,
997.3,B,14,OW,,,,,
997.3,B,14,B-,15,15,3,,
997.3,B,17,B+,15,15,1,,
997.3,B,14,BO,0,,,,
997.3,B,17,BI,0,,,,
997.3,B,17,AB,15,15,,,
998.1,B,4,AE,24,24,,,
998.1,B,4,OW,,,,,
1016.0,B,6,AE,21,21,,,
1016.0,B,6,OW,,,,,
1066.5,B,9,AE,14,14,,,
1066.5,B,9,OW,,,,,
1066.5,B,9,B-,14,14,1,,
1066.5,B,12,B+,14,14,1,,
1066.5,B,9,BO,0,,,,
1066.5,B,12,BI,0,,,,
1066.5,B,12,OW,,,,,
1066.5,B,12,B-,14,14,1,,
1066.5,B,13,B+,14,14,1,,
1066.5,B,8,OW,,,,,
1066.5,B,8,B-,19,19,1,,
1066.5,B,9,B+,19,19,1,,
1066.5,B,8,BO,0,,,,
1066.5,B,9,BI,0,,,,
1066.5,B,9,AB,19,19,,,
1066.5,B,7,B-,20,20,1,,
1066.5,B,8,B+,20,20,1,,
1066.5,B,7,BO,0,,,,
1066.5,B,8,BI,0,,,,
1066.5,B,6,B-,21,21,1,,
1066.5,B,7,B+,21,21,1,,
1066.5,B,5,B-,22,22,1,,
1066.5,B,6,B+,22,22,1,,
1066.5,B,4,B-,24,24,1,,
1066.5,B,5,B+,24,24,1,,
1066.5,B,5,BO,0,,,,
1066.5,B,6,BI,0,,,,
1066.5,B,6,AB,22,22,,,
1066.5,B,1,B-,25,25,1,,
1066.5,B,4,B+,25,25,1,,
1066.5,B,1,BO,0,,,,
1066.5,B,4,BI,0,,,,
1066.5,B,4,AB,25,25,,,
1066.5,B,1,OW,,,,,
1068.0,B,12,BO,0,,,,
1068.0,B,13,BI,0,,,,
1068.0,B,6,BO,0,,,,
1068.0,B,7,BI,0,,,,
1068.0,B,4,BO,0,,,,
1068.0,B,5,BI,0,,,,
1072.2,B,5,OW,,,,,
1073.6,B,13,OW,,,,,
1073.6,B,13,B-,14,14,1,,
1073.6,B,14,B+,14,14,1,,
1073.6,B,7,OW,,,,,
1073.6,B,13,BO,0,,,,
1073.6,B,14,BI,0,,,,
1073.6,B,14,OW,,,,,
1073.6,B,14,B-,14,14,4,,
1073.6,B,21,B+,14,14,1,,
1073.6,B,14,BO,0,,,,
1073.6,B,21,BI,0,,,,
1073.6,B,21,AB,14,14,,,
1074.2,B,15,AE,13,13,,,
1074.2,B,15,OW,,,,,
1074.2,B,15,B-,13,13,1,,
1074.2,B,18,B+,13,13,1,,
1074.2,B,15,BO,0,,,,
1074.2,B,18,BI,0,,,,
1074.2,B,18,OW,,,,,
1074.2,B,18,B-,13,13,1,,
1074.2,B,19,B+,13,13,1,,
1075.6,B,18,BO,0,,,,
1075.6,B,19,BI,0,,,,
1078.0,B,4,AE,25,25,,,
1078.0,B,4,OW,,,,,
1081.2,B,19,OW,,,,,
1081.2,B,20,EE,1,,,,
1081.2,B,20,KE,1,,,,
1081.2,B,19,B-,13,13,1,,
1081.2,B,20,G+,1,13,13,1,
1081.2,B,20,LL,1,13,,,
1081.2,B,19,BO,0,,,,
1081.2,B,20,BI,0,,,,
1081.2,B,20,KL,1,,,,
1101.4,B,6,AE,22,22,,,
1101.4,B,6,OW,,,,,
1108.4,B,10,AE,16,16,,,
1108.4,B,10,OW,,,,,
1108.4,B,10,B-,16,16,1,,
1108.4,B,12,B+,16,16,2,,
1108.4,B,10,BO,0,,,,
1108.4,B,12,BI,0,,,,
1108.4,B,12,OW,,,,,
1108.4,B,12,B-,16,16,1,,
1108.4,B,13,B+,16,16,1,,
1108.4,B,8,OW,,,,,
1108.4,B,8,B-,20,20,2,,
1108.4,B,10,B+,20,20,1,,
1108.4,B,8,BO,0,,,,
1108.4,B,10,BI,0,,,,
1108.4,B,10,AB,20,20,,,
1108.4,B,7,B-,21,21,1,,
1108.4,B,8,B+,21,21,1,,
1108.4,B,7,BO,0,,,,
1108.4,B,8,BI,0,,,,
1108.4,B,6,B-,22,22,1,,
1108.4,B,7,B+,22,22,1,,
1108.4,B,5,B-,23,23,1,,
1108.4,B,6,B+,23,23,1,,
1108.4,B,4,B-,25,25,1,,
1108.4,B,5,B+,25,25,1,,
1108.4,B,5,BO,0,,,,
1108.4,B,6,BI,0,,,,
1108.4,B,6,AB,23,23,,,
1108.4,B,1,B-,26,26,1,,
1108.4,B,4,B+,26,26,1,,
1108.4,B,1,BO,0,,,,
1108.4,B,4,BI,0,,,,
1108.4,B,4,AB,26,26,,,
1108.4,B,1,OW,,,,,
1109.8,B,12,BO,0,,,,
1109.8,B,13,BI,0,,,,
1109.8,B,6,BO,0,,,,
1109.8,B,7,BI,0,,,,
1109.8,B,4,BO,0,,,,
1109.8,B,5,BI,0,,,,
1109.8,B,5,OW,,,,,
1115.4,B,13,OW,,,,,
1115.4,B,13,B-,16,16,1,,
1115.4,B,14,B+,16,16,1,,
1115.4,B,7,OW,,,,,
1115.4,B,13,BO,0,,,,
1115.4,B,14,BI,0,,,,
1115.4,B,14,OW,,,,,
1115.4,B,14,B-,16,16,1,,
1115.4,B,15,B+,16,16,1,,
1115.4,B,14,BO,0,,,,
1115.4,B,15,BI,0,,,,
1115.4,B,15,AB,16,16,,,
1118.2,B,4,AE,26,26,,,
1118.2,B,4,OW,,,,,
1141.9,B,6,AE,23,23,,,
1141.9,B,6,OW,,,,,
1148.0,B,16,AE,10,10,,,
1148.0,B,16,OW,,,,,
1148.0,B,16,B-,10,10,1,,
1148.0,B,18,B+,10,10,2,,
1148.0,B,16,BO,0,,,,
1148.0,B,18,BI,0,,,,
1148.0,B,18,OW,,,,,
1148.0,B,18,B-,10,10,1,,
1148.0,B,19,B+,10,10,1,,
1149.4,B,18,BO,0,,,,
1149.4,B,19,BI,0,,,,
1155.0,B,19,OW,,,,,
1155.0,B,20,EE,1,,,,
1155.0,B,20,KE,1,,,,
1155.0,B,19,B-,10,10,1,,
1155.0,B,20,G+,1,10,10,1,
1155.0,B,20,LL,1,10,,,
1155.0,B,19,BO,0,,,,
1155.0,B,20,BI,0,,,,
1155.0,B,20,KL,1,,,,
1161.5,B,9,AE,19,19,,,
1161.5,B,9,OW,,,,,
1161.5,B,9,B-,19,19,1,,
1161.5,B,12,B+,19,19,1,,
1161.5,B,9,BO,0,,,,
1161.5,B,12,BI,0,,,,
1161.5,B,12,OW,,,,,
1161.5,B,12,B-,19,19,1,,
1161.5,B,13,B+,19,19,1,,
1161.5,B,8,OW,,,,,
1161.5,B,8,B-,21,21,1,,
1161.5,B,9,B+,21,21,1,,
1161.5,B,8,BO,0,,,,
1161.5,B,9,BI,0,,,,
1161.5,B,9,AB,21,21,,,
1161.5,B,7,B-,22,22,1,,
1161.5,B,8,B+,22,22,1,,
1161.5,B,7,BO,0,,,,
1161.5,B,8,BI,0,,,,
1161.5,B,6,B-,23,23,1,,
1161.5,B,7,B+,23,23,1,,
1161.5,B,5,B-,24,24,1,,
1161.5,B,6,B+,24,24,1,,
1161.5,B,4,B-,26,26,1,,
1161.5,B,5,B+,26,26,1,,
1161.5,B,5,BO,0,,,,
1161.5,B,6,BI,0,,,,
1161.5,B,6,AB,24,24,,,
1161.5,B,1,B-,27,27,1,,
1161.5,B,4,B+,27,27,1,,
1161.5,B,1,BO,0,,,,
1161.5,B,4,BI,0,,,,
1161.5,B,4,AB,27,27,,,
1161.5,B,1,OW,,,,,
1162.9,B,12,BO,0,,,,
1162.9,B,13,BI,0,,,,
1162.9,B,6,BO,0,,,,
1162.9,B,7,BI,0,,,,
1162.9,B,4,BO,0,,,,
1162.9,B,5,BI,0,,,,
1167.2,B,5,OW,,,,,
1168.6,B,13,OW,,,,,
1168.6,B,13,B-,19,19,1,,
1168.6,B,14,B+,19,19,1,,
1168.6,B,7,OW,,,,,
1168.6,B,13,BO,0,,,,
1168.6,B,14,BI,0,,,,
1168.6,B,14,OW,,,,,
1168.6,B,14,B-,19,19,2,,
1168.6,B,16,B+,19,19,1,,
1168.6,B,14,BO,0,,,,
1168.6,B,16,BI,0,,,,
1168.6,B,16,AB,19,19,,,
1170.0,B,17,AE,15,15,,,
1170.0,B,17,OW,,,,,
1170.0,B,17,B-,15,15,1,,
1170.0,B,18,B+,15,15,3,,
1170.0,B,17,BO,0,,,,
1170.0,B,18,BI,0,,,,
1170.0,B,18,OW,,,,,
1170.0,B,18,B-,15,15,1,,
1170.0,B,19,B+,15,15,1,,
1171.2,B,4,AE,27,27,,,
1171.2,B,4,OW,,,,,
1171.5,B,18,BO,0,,,,
1171.5,B,19,BI,0,,,,
1177.1,B,19,OW,,,,,
1177.1,B,20,EE,1,,,,
1177.1,B,20,KE,1,,,,
1177.1,B,19,B-,15,15,1,,
1177.1,B,20,G+,1,15,15,1,
1177.1,B,20,LL,1,15,,,
1177.1,B,19,BO,0,,,,
1177.1,B,20,BI,0,,,,
1177.1,B,20,KL,1,,,,
1200.0,B,1,B+,29,29,1,,
1200.0,B,1,B+,30,30,1,,
1200.0,B,1,B+,31,31,1,,
1200.0,B,1,B+,32,32,1,,
1200.0,B,1,B+,33,33,1,,
1200.0,B,1,B+,34,34,1,,
1200.0,B,1,B+,35,35,1,,
1200.0,B,1,B+,36,36,1,,
1200.0,B,1,B+,37,37,1,,
1200.0,B,1,B+,38,38,1,,
1200.0,B,1,B+,39,39,1,,
1200.0,B,1,B+,40,40,1,,
1200.0,B,1,B+,41,41,1,,
1200.0,B,1,B+,42,42,1,,
1211.9,B,6,AE,24,24,,,
1211.9,B,6,OW,,,,,
1223.8,B,21,AE,14,14,,,
1223.8,B,21,OW,,,,,
1223.8,B,21,B-,14,14,1,,
1223.8,B,18,B+,14,14,4,,
1223.8,B,21,BO,0,,,,
1223.8,B,18,BI,0,,,,
1223.8,B,18,OW,,,,,
1223.8,B,18,B-,14,14,1,,
1223.8,B,19,B+,14,14,1,,
1225.3,B,18,BO,0,,,,
1225.3,B,19,BI,0,,,,
1230.9,B,19,OW,,,,,
1230.9,B,20,EE,1,,,,
1230.9,B,20,KE,1,,,,
